,drugName,condition,rating,usefulCount,eff_score,usefulness
41013,Saxenda,Obesity,9,36,1,324
41014,Methocarbamol,Muscle Spasm,5,38,0,0
41015,Gianvi,Acne,2,6,0,0
41018,Ultram,Pain,7,50,1,350
41019,Gemfibrozil,High Cholesterol,8,3,1,24
41020,Trazodone,Insomnia,6,31,1,186
41021,Nitroglycerin,Heart Attack,10,8,1,80
41022,Contrave,Obesity,1,56,0,0
41023,Acetaminophen / hydrocodone,Pain,10,68,1,680
41024,Methylphenidate,ADHD,10,81,1,810
41025,Propranolol,Anxiety,10,72,1,720
41028,Vortioxetine,Depression,8,89,1,712
41029,Mestranol / norethindrone,Birth Control,5,0,0,0
41030,Emollients,Dry Skin,7,0,1,0
41032,Clonazepam,Anxiety,7,56,1,392
41033,Febuxostat,Gout,7,34,1,238
41034,Buspirone,Anxiety,10,90,1,900
41035,Citalopram,Anxiety and Stress,10,197,1,1970
41036,Lexapro,Generalized Anxiety Disorde,9,39,1,351
41037,Sronyx,Birth Control,9,13,1,117
41038,Bupropion / naltrexone,Obesity,5,7,0,0
41039,Levlen,Birth Control,8,1,1,8
41040,Topiramate,Migraine Prevention,10,37,1,370
41041,Regadenoson,Diagnosis and Investigation,9,54,1,486
41042,Excedrin Tension Headache,Headache,10,12,1,120
41043,Nexplanon,Birth Control,2,14,0,0
41044,Fioricet,Headache,10,61,1,610
41045,Tizanidine,Muscle Spasm,10,32,1,320
41047,Lexapro,Generalized Anxiety Disorde,10,87,1,870
41048,Antihemophilic factor,Hemophilia A,9,1,1,9
41051,Cymbalta,Depression,10,27,1,270
41052,Tapentadol,Diabetic Peripheral Neuropathy,10,40,1,400
41053,Ziprasidone,Bipolar Disorde,2,22,0,0
41055,Amlodipine / olmesartan,High Blood Pressure,10,22,1,220
41058,Sulfazine,Ulcerative Colitis,8,17,1,136
41059,Pristiq,Depression,10,33,1,330
41060,Celexa,Depression,4,7,0,0
41061,Amoxicillin / clavulanate,Sinusitis,2,24,0,0
41062,Amitriptyline,Insomnia,4,27,0,0
41063,Topiramate,Migraine Prevention,1,3,0,0
41064,Bupropion / naltrexone,Weight Loss,6,25,1,150
41065,Strattera,ADHD,2,22,0,0
41066,Metformin,"Diabetes, Type 2",8,45,1,360
41067,Tramadol,Chronic Pain,3,52,0,0
41068,Mirvaso,Rosacea,1,7,0,0
41069,Sertraline,Depression,10,154,1,1540
41071,Depo-Provera,Birth Control,4,30,0,0
41072,Sodium hyaluronate,Osteoarthritis,10,12,1,120
41073,AndroGel,"Hypogonadism, Male",9,6,1,54
41074,Aripiprazole,Bipolar Disorde,10,37,1,370
41075,Fluconazole,Vaginal Yeast Infection,10,37,1,370
41076,Zovia,Birth Control,10,9,1,90
41077,Escitalopram,Generalized Anxiety Disorde,9,32,1,288
41078,Rosiglitazone,"Diabetes, Type 2",3,14,0,0
41079,Singulair,Asthma,3,67,0,0
41081,Fluticasone / salmeterol,"COPD, Maintenance",10,1,1,10
41086,Gabapentin,Anxiety,10,107,1,1070
41087,Topamax,Bipolar Disorde,9,94,1,846
41088,Magnesium citrate,Constipation,2,18,0,0
41089,Dicyclomine,Irritable Bowel Syndrome,7,46,1,322
41090,Escitalopram,Depression,2,30,0,0
41091,Estradiol / norethindrone,Postmenopausal Symptoms,10,16,1,160
41092,Lidex,9</span> users found this comment helpful.,10,9,1,90
41093,Aripiprazole,Depression,10,97,1,970
41094,Tramadol,Pain,1,23,0,0
41095,Azithromycin,Sinusitis,5,41,0,0
41096,MiraLax,Constipation,10,60,1,600
41097,Olopatadine,Allergic Rhinitis,9,20,1,180
41098,Nebivolol,High Blood Pressure,10,69,1,690
41100,Generess Fe,Birth Control,3,5,0,0
41101,Viagra,Erectile Dysfunction,10,41,1,410
41103,Remicade,Ulcerative Colitis,1,23,0,0
41104,Nortriptyline,Migraine Prevention,9,32,1,288
41105,Cobicistat / elvitegravir / emtricitabine / tenofovir alafenamide,HIV Infection,9,11,1,99
41107,Synthroid,"Hypothyroidism, After Thyroid Removal",1,14,0,0
41110,Bosutinib,Chronic Myelogenous Leukemia,10,0,1,0
41112,Imdur,Angina,7,2,1,14
41113,Tri-Sprintec,Birth Control,10,10,1,100
41115,Lyrica,6</span> users found this comment helpful.,10,6,1,60
41116,Aviane,Birth Control,8,8,1,64
41117,Relistor,"Constipation, Drug Induced",10,33,1,330
41118,Wellbutrin,Depression,10,119,1,1190
41122,Dapagliflozin / metformin,min),10,18,1,180
41124,Dicyclomine,Noninfectious Colitis,1,19,0,0
41125,NuvaRing,Birth Control,5,3,0,0
41126,Trazodone,Insomnia,2,40,0,0
41127,Sertraline,Anxiety and Stress,10,151,1,1510
41128,Adalimumab,Hidradenitis Suppurativa,9,10,1,90
41130,Ethinyl estradiol / norgestimate,Birth Control,6,10,1,60
41132,Citalopram,Panic Disorde,9,42,1,378
41133,Cefdinir,Sinusitis,3,29,0,0
41135,Doxylamine,Insomnia,10,34,1,340
41136,Acetylcysteine,Expectoration,1,15,0,0
41137,Uribel,Urinary Tract Infection,3,18,0,0
41138,Praluent,High Cholesterol,4,19,0,0
41139,Taxotere,Breast Cance,1,5,0,0
41142,Lamotrigine,Bipolar Disorde,10,12,1,120
41143,Dymista,Allergic Rhinitis,9,9,1,81
41144,Vicodin,Pain,10,34,1,340
41146,Escitalopram,Generalized Anxiety Disorde,7,19,1,133
41147,GoLYTELY,Bowel Preparation,8,6,1,48
41148,Sulfamethoxazole / trimethoprim,Urinary Tract Infection,7,55,1,385
41149,Pristiq,Depression,10,56,1,560
41150,Tysabri,Multiple Sclerosis,7,48,1,336
41151,Dasatinib,Chronic Myelogenous Leukemia,8,22,1,176
41152,Tamsulosin,Benign Prostatic Hyperplasia,10,34,1,340
41153,Sertraline,Depression,8,52,1,416
41154,Budesonide,"Asthma, Maintenance",10,7,1,70
41155,NuvaRing,Birth Control,6,3,1,18
41156,Gabapentin,Restless Legs Syndrome,8,70,1,560
41158,Metronidazole,Diverticulitis,9,77,1,693
41159,Mirtazapine,Anxiety,10,36,1,360
41160,Levothyroxine,Underactive Thyroid,10,114,1,1140
41164,Flector Patch,Pain,10,14,1,140
41166,Metoprolol,Atrial Fibrillation,1,123,0,0
41167,Strattera,Depression,8,27,1,216
41168,Cefdinir,Strep Throat,1,0,0,0
41169,Loperamide,Diarrhea,10,46,1,460
41170,Celexa,Depression,10,37,1,370
41171,Arimidex,Breast Cance,1,88,0,0
41172,Bupropion / naltrexone,Obesity,9,46,1,414
41174,Celecoxib,Pain,7,28,1,196
41175,Prepopik,Bowel Preparation,1,6,0,0
41176,Rivaroxaban,Deep Vein Thrombosis,7,8,1,56
41178,Savella,ibromyalgia,10,20,1,200
41179,Bupropion,Depression,6,40,1,240
41180,Monistat 3-Day Combination Pack,Vaginal Yeast Infection,1,4,0,0
41181,Ranitidine,GERD,10,31,1,310
41183,Irbesartan,High Blood Pressure,7,72,1,504
41184,Doxycycline,Upper Respiratory Tract Infection,2,5,0,0
41186,Latuda,Bipolar Disorde,1,43,0,0
41187,Testosterone,"Hypogonadism, Male",8,2,1,16
41188,Lubiprostone,"Constipation, Chronic",8,18,1,144
41189,Fluphenazine,Psychosis,9,36,1,324
41190,Adderall XR,ADHD,10,6,1,60
41192,EpiCeram,Dry Skin,10,3,1,30
41193,Bisacodyl,Constipation,10,30,1,300
41194,Levothyroxine,Underactive Thyroid,9,45,1,405
41195,Invokana,"Diabetes, Type 2",1,5,0,0
41196,Lisdexamfetamine,ADHD,8,31,1,248
41198,Atomoxetine,ADHD,3,14,0,0
41199,Cyclobenzaprine,Sciatica,8,17,1,136
41200,Nebivolol,High Blood Pressure,2,14,0,0
41201,ParaGard,Birth Control,6,3,1,18
41202,Letrozole,"Breast Cancer, Adjuvant",10,39,1,390
41203,Daytrana,ADHD,10,47,1,470
41204,Ethinyl estradiol / norgestimate,Abnormal Uterine Bleeding,9,10,1,90
41205,Pyrithione zinc,Dandruff,9,4,1,36
41209,Ondansetron,"Nausea/Vomiting, Postoperative",10,6,1,60
41211,Omeprazole / sodium bicarbonate,GERD,10,32,1,320
41213,Ethinyl estradiol / levonorgestrel,Birth Control,2,16,0,0
41216,Ibrance,"Breast Cancer, Metastatic",10,54,1,540
41217,Atarax,Pruritus,7,18,1,126
41218,Prozac,Depression,8,10,1,80
41219,Lexapro,Generalized Anxiety Disorde,10,46,1,460
41220,Azelaic acid,Rosacea,10,39,1,390
41221,Silodosin,Benign Prostatic Hyperplasia,1,3,0,0
41222,Ethinyl estradiol / norgestimate,Birth Control,10,25,1,250
41223,Divalproex sodium,Bipolar Disorde,7,31,1,217
41224,Etonogestrel,Birth Control,2,35,0,0
41225,Prozac,Depression,8,28,1,224
41227,Mirena,Birth Control,7,1,1,7
41228,Isosorbide mononitrate,Angina Pectoris Prophylaxis,3,17,0,0
41229,Bupropion / naltrexone,Weight Loss,10,86,1,860
41230,Ethinyl estradiol / norgestimate,Birth Control,4,17,0,0
41231,Dulaglutide,"Diabetes, Type 2",10,25,1,250
41232,Liraglutide,Obesity,10,55,1,550
41233,Diazepam,Anxiety,10,30,1,300
41235,Ethinyl estradiol / norgestimate,Acne,7,11,1,77
41236,Cymbalta,Depression,5,34,0,0
41237,Mirena,Abnormal Uterine Bleeding,10,26,1,260
41239,Celexa,Panic Disorde,1,39,0,0
41242,MetroGel-Vaginal,Bacterial Vaginitis,1,20,0,0
41244,Tiotropium,"COPD, Maintenance",9,18,1,162
41245,Voltaren,Sciatica,6,30,1,180
41246,Pristiq,Depression,8,93,1,744
41247,Quetiapine,Post Traumatic Stress Disorde,10,15,1,150
41248,Risperdal,Mania,10,71,1,710
41249,Pyridium,Interstitial Cystitis,10,85,1,850
41251,Drospirenone / ethinyl estradiol,Acne,10,21,1,210
41252,Amitriptyline,Migraine Prevention,7,14,1,98
41256,Liraglutide,Obesity,9,51,1,459
41257,Viberzi,Irritable Bowel Syndrome,5,27,0,0
41258,Fluoxetine,Major Depressive Disorde,8,6,1,48
41259,Parnate,Depression,10,57,1,570
41260,Fluticasone,Rhinitis,10,20,1,200
41261,Cholestyramine,Irritable Bowel Syndrome,9,29,1,261
41262,Diclofenac / misoprostol,Sciatica,9,46,1,414
41264,Prazosin,Post Traumatic Stress Disorde,10,35,1,350
41265,Ethinyl estradiol / norethindrone,Birth Control,9,12,1,108
41267,Generess Fe,Birth Control,8,4,1,32
41268,Lorazepam,Anxiety,10,65,1,650
41269,Skyla,Birth Control,3,5,0,0
41270,Sumatriptan,Migraine,8,9,1,72
41271,Kariva,Birth Control,5,7,0,0
41272,Rotigotine,Parkinson's Disease,10,26,1,260
41273,Intuniv,ADHD,9,85,1,765
41274,Zyban,Smoking Cessation,5,0,0,0
41275,Versed,14</span> users found this comment helpful.,1,14,0,0
41277,Augmentin,Skin and Structure Infection,8,26,1,208
41278,Tramadol,Restless Legs Syndrome,7,61,1,427
41279,Gabapentin,Migraine,9,50,1,450
41280,Nifedipine,Raynaud's Syndrome,10,16,1,160
41282,Quetiapine,Generalized Anxiety Disorde,6,26,1,156
41283,MiraLax,Constipation,10,0,1,0
41284,NuvaRing,Birth Control,5,7,0,0
41286,Augmentin,Bronchitis,1,32,0,0
41287,Dofetilide,Arrhythmia,8,31,1,248
41289,Tri-Luma,Melasma,9,9,1,81
41291,Amoxicillin / clavulanate,Sinusitis,10,15,1,150
41293,Ciprofloxacin,Kidney Infections,8,27,1,216
41295,Levonorgestrel,Abnormal Uterine Bleeding,10,11,1,110
41296,Magnesium citrate,Constipation,5,9,0,0
41297,Pepto-Bismol,Diarrhea,8,13,1,104
41298,Liraglutide,Weight Loss,10,79,1,790
41299,Seroquel,Post Traumatic Stress Disorde,8,53,1,424
41300,Levaquin,Pneumonia,10,35,1,350
41301,Dexlansoprazole,GERD,4,51,0,0
41302,Tiagabine,Seizures,9,11,1,99
41304,Terbinafine,"Onychomycosis, Toenail",10,16,1,160
41305,Sertraline,Depression,9,13,1,117
41306,BuSpar,Anxiety,10,54,1,540
41310,Atovaquone / proguanil,Malaria Prevention,10,0,1,0
41311,Linaclotide,"Constipation, Chronic",7,29,1,203
41312,Kapvay,ADHD,8,67,1,536
41313,Claravis,Acne,7,6,1,42
41314,Medroxyprogesterone,Endometriosis,9,42,1,378
41316,Alprazolam,Anxiety,10,8,1,80
41317,Ranitidine,GERD,1,16,0,0
41318,Alprazolam,Anxiety,9,7,1,63
41319,Ropinirole,Parkinson's Disease,9,11,1,99
41320,Ciprofloxacin,Urinary Tract Infection,4,59,0,0
41321,Xyzal,Allergic Rhinitis,7,21,1,147
41322,Linaclotide,"Constipation, Chronic",9,1,1,9
41323,Paroxetine,Anxiety,8,50,1,400
41324,Symbicort,COPD,1,55,0,0
41325,Tri-Sprintec,Birth Control,10,7,1,70
41326,Norethindrone,Birth Control,8,37,1,296
41327,Tioconazole,Vaginal Yeast Infection,2,6,0,0
41328,Ethinyl estradiol / norethindrone,Menstrual Disorders,8,9,1,72
41329,Cymbalta,Depression,9,56,1,504
41330,Benztropine,Extrapyramidal Reaction,1,2,0,0
41331,Tadalafil,Erectile Dysfunction,10,37,1,370
41332,Pazopanib,Soft Tissue Sarcoma,9,64,1,576
41333,Desvenlafaxine,Depression,8,15,1,120
41334,Solifenacin,Overactive Bladde,10,29,1,290
41335,Solodyn,Acne,5,23,0,0
41338,Effexor,Depression,2,32,0,0
41340,Depakote,Bipolar Disorde,3,26,0,0
41341,Meperidine,Pain,10,19,1,190
41343,Asenapine,Bipolar Disorde,9,53,1,477
41344,Ethinyl estradiol / norethindrone,Acne,2,1,0,0
41345,Bupropion / naltrexone,Obesity,1,5,0,0
41346,Pyridium,Dysuria,7,16,1,112
41350,Methotrexate,Rheumatoid Arthritis,9,264,1,2376
41352,NuvaRing,Birth Control,9,4,1,36
41353,Ambien,Insomnia,10,24,1,240
41355,Amiodarone,Arrhythmia,9,26,1,234
41356,Junel Fe 1.5 / 30,Birth Control,2,0,0,0
41357,Zoloft,Social Anxiety Disorde,7,51,1,357
41358,Clomipramine,Obsessive Compulsive Disorde,9,15,1,135
41360,Adipex-P,Weight Loss,7,65,1,455
41361,Ketorolac,Pain,9,30,1,270
41362,Bactrim DS,Acne,1,12,0,0
41363,Multivitamin with iron,Anemia,10,22,1,220
41364,Amrix,Sciatica,8,32,1,256
41365,Neurontin,Bipolar Disorde,9,64,1,576
41366,Bupropion,Premenstrual Dysphoric Disorde,8,11,1,88
41367,Tegretol XR,Bipolar Disorde,9,35,1,315
41370,Trintellix,Depression,8,47,1,376
41371,Monistat 7-Day Combination Pack,Vaginal Yeast Infection,1,5,0,0
41372,Yasmin,10</span> users found this comment helpful.,9,10,1,90
41373,Imiquimod,Human Papilloma Virus,9,13,1,117
41374,Botox,Overactive Bladde,10,161,1,1610
41375,Nasacort,Allergic Rhinitis,3,17,0,0
41376,Cyclobenzaprine,Muscle Spasm,9,14,1,126
41378,Bupropion / naltrexone,Obesity,10,35,1,350
41379,Nitrolingual Pumpspray,Angina,8,35,1,280
41381,Ortho Evra,Birth Control,10,27,1,270
41382,Amitriptyline,Anxiety and Stress,10,36,1,360
41383,Olanzapine,Insomnia,9,58,1,522
41385,Xanax,Anxiety,9,76,1,684
41386,Botox,Migraine Prevention,9,72,1,648
41387,Norco,Pain,7,25,1,175
41389,Bismuth subcitrate potassium / metronidazole / tetracycline,Helicobacter Pylori Infection,9,19,1,171
41390,Sodium hyaluronate,Osteoarthritis,1,24,0,0
41391,Vilazodone,Depression,9,59,1,531
41393,Qvar,"Asthma, Maintenance",8,25,1,200
41395,Norco,Back Pain,2,26,0,0
41396,Itraconazole,"Onychomycosis, Toenail",10,22,1,220
41397,Metoclopramide,Migraine,10,7,1,70
41398,Hyoscyamine,Crohn's Disease,8,13,1,104
41399,Phentermine / topiramate,Obesity,10,23,1,230
41400,Contrave,Weight Loss,8,52,1,416
41401,AndroGel,"Hypogonadism, Male",2,5,0,0
41402,Zaleplon,Insomnia,9,61,1,549
41403,Norco,Back Pain,10,77,1,770
41404,Doxycycline,Bronchitis,1,47,0,0
41406,Mirtazapine,Insomnia,10,30,1,300
41409,Tramadol,Back Pain,10,54,1,540
41410,Jublia,"Onychomycosis, Toenail",1,9,0,0
41411,Ramipril,High Blood Pressure,8,12,1,96
41412,Acetaminophen / hydrocodone,Pain,1,6,0,0
41413,Stiolto Respimat,"COPD, Maintenance",10,33,1,330
41415,Celebrex,Pain,9,60,1,540
41416,Imiquimod,Basal Cell Carcinoma,10,6,1,60
41417,Drospirenone / ethinyl estradiol,Acne,8,8,1,64
41419,Wellbutrin,Major Depressive Disorde,10,97,1,970
41420,Fluoxetine,Obsessive Compulsive Disorde,9,59,1,531
41421,MoviPrep,Bowel Preparation,1,25,0,0
41422,Alprazolam,Panic Disorde,10,90,1,900
41423,Estrace,Postmenopausal Symptoms,6,64,1,384
41424,Lithobid,Bipolar Disorde,7,31,1,217
41426,Claravis,Acne,5,7,0,0
41429,Sofosbuvir,Hepatitis C,10,17,1,170
41430,Ledipasvir / sofosbuvir,Hepatitis C,7,49,1,343
41431,Lyrica,ibromyalgia,9,157,1,1413
41432,Promethazine,Light Sedation,10,12,1,120
41433,Lexapro,Depression,10,58,1,580
41434,Valproic acid,Bipolar Disorde,2,6,0,0
41436,Xarelto,Atrial Fibrillation,10,2,1,20
41437,Euflexxa,Osteoarthritis,9,45,1,405
41438,Icosapent,Hypertriglyceridemia,10,22,1,220
41439,Tenuate,Obesity,10,55,1,550
41440,Ethinyl estradiol / levonorgestrel,Endometriosis,5,0,0,0
41441,Fluorouracil,Keratosis,3,3,0,0
41442,Alprazolam,Anxiety,1,5,0,0
41445,Lithium,Bipolar Disorde,9,35,1,315
41446,Duac,Acne,7,6,1,42
41447,Sertraline,Social Anxiety Disorde,10,50,1,500
41449,Topamax,Obesity,10,324,1,3240
41450,Carisoprodol,Muscle Spasm,9,40,1,360
41451,Zantac,Erosive Esophagitis,10,115,1,1150
41454,Kenalog-40,Sarcoidosis,8,6,1,48
41455,Nitrofurantoin,Urinary Tract Infection,10,2,1,20
41456,Anastrozole,Endometrial Cance,5,12,0,0
41457,Amrix,ibromyalgia,9,18,1,162
41458,Concerta,ADHD,2,42,0,0
41460,Depo-Provera,Birth Control,2,15,0,0
41461,Lisdexamfetamine,ADHD,4,20,0,0
41463,Bactrim,Bacterial Skin Infection,10,95,1,950
41464,Meloxicam,Inflammatory Conditions,10,19,1,190
41465,Acamprosate,Alcohol Dependence,10,107,1,1070
41466,Tramadol,ibromyalgia,1,11,0,0
41467,Olanzapine,Schizophrenia,9,14,1,126
41468,Implanon,Birth Control,4,31,0,0
41469,Baclofen,Alcohol Withdrawal,9,13,1,117
41471,Antabuse,Alcohol Dependence,10,118,1,1180
41472,Prepopik,Bowel Preparation,10,10,1,100
41473,Guaifenesin / pseudoephedrine,Cough and Nasal Congestion,1,0,0,0
41474,Trintellix,Major Depressive Disorde,7,35,1,245
41475,Mometasone,Allergic Rhinitis,9,24,1,216
41477,Arava,Rheumatoid Arthritis,10,64,1,640
41479,Naproxen,Osteoarthritis,7,53,1,371
41480,Propofol,Anesthesia,2,14,0,0
41481,Depo-Provera,Endometriosis,10,28,1,280
41482,Alprazolam,Depression,10,3,1,30
41483,Xylometazoline,Nasal Congestion,1,1,0,0
41484,ParaGard,Birth Control,3,0,0,0
41485,Cariprazine,Bipolar Disorde,9,18,1,162
41487,Lexapro,Anxiety,10,18,1,180
41488,Effexor XR,Postpartum Depression,10,18,1,180
41489,Minastrin 24 Fe,Birth Control,10,105,1,1050
41490,Evolocumab,High Cholesterol,6,45,1,270
41494,Guaifenesin / pseudoephedrine,Cough and Nasal Congestion,8,11,1,88
41495,Levothyroxine,"Hypothyroidism, After Thyroid Removal",3,200,0,0
41496,Ocella,Acne,9,4,1,36
41497,Liraglutide,"Diabetes, Type 2",8,13,1,104
41498,Pentosan polysulfate sodium,Interstitial Cystitis,3,16,0,0
41499,Dyanavel XR,ADHD,1,1,0,0
41500,Olanzapine,Borderline Personality Disorde,10,15,1,150
41501,Sofosbuvir / velpatasvir,Hepatitis C,9,19,1,171
41502,Gabapentin,Pain,2,4,0,0
41503,Intuniv,ADHD,5,18,0,0
41505,Mirena,Birth Control,2,12,0,0
41507,Levaquin,Skin or Soft Tissue Infection,1,2,0,0
41509,Belviq,Weight Loss,10,73,1,730
41510,Lamotrigine,Anxiety,8,33,1,264
41511,Sulfamethoxazole / trimethoprim,Urinary Tract Infection,9,38,1,342
41512,Ethinyl estradiol / norelgestromin,Birth Control,10,45,1,450
41514,Atomoxetine,ADHD,10,20,1,200
41515,Mononessa,Birth Control,10,35,1,350
41516,Hydroxyzine,Anxiety,7,24,1,168
41517,Mestinon,Myasthenia Gravis,8,27,1,216
41518,Norgesic,Muscle Spasm,1,1,0,0
41519,Tizanidine,Muscle Spasm,1,6,0,0
41520,Eslicarbazepine,Seizures,9,1,1,9
41524,Sofosbuvir,Hepatitis C,5,13,0,0
41525,Diazepam,Meniere's Disease,10,36,1,360
41527,Lupron Depot,Endometriosis,8,34,1,272
41528,Mirena,Abnormal Uterine Bleeding,3,7,0,0
41529,Dexamethasone,Eczema,10,7,1,70
41530,Flomax,Urinary Tract Stones,10,67,1,670
41532,Duloxetine,ibromyalgia,10,18,1,180
41533,Velivet,Birth Control,1,3,0,0
41534,Zofran,Nausea/Vomiting,10,15,1,150
41537,Ethinyl estradiol / norgestimate,Ovarian Cysts,8,20,1,160
41538,Meclizine,Motion Sickness,10,24,1,240
41539,Wellbutrin SR,Depression,6,40,1,240
41540,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,9,5,1,45
41542,Seroquel,Schizoaffective Disorde,7,14,1,98
41546,Ziprasidone,Bipolar Disorde,9,16,1,144
41547,Avonex,Multiple Sclerosis,2,12,0,0
41548,Senokot,Constipation,2,30,0,0
41549,Oleptro,Depression,9,39,1,351
41551,Effexor XR,Anxiety,1,53,0,0
41552,Contrave,Obesity,6,7,1,42
41553,Valium,Muscle Spasm,2,19,0,0
41554,Letrozole,Breast Cance,8,99,1,792
41556,Sprintec,Abnormal Uterine Bleeding,10,8,1,80
41558,Alprostadil,Erectile Dysfunction,9,14,1,126
41559,Opium Deodorized,Diarrhea,9,5,1,45
41560,Macrobid,Urinary Tract Infection,10,28,1,280
41561,Suprep Bowel Prep Kit,Bowel Preparation,5,7,0,0
41562,Ketorolac,Pain,9,8,1,72
41563,Clonazepam,Insomnia,2,2,0,0
41564,Abreva,Herpes Simplex,9,9,1,81
41565,Desvenlafaxine,Anxiety,10,53,1,530
41566,Etanercept,Ankylosing Spondylitis,6,12,1,72
41567,Ethinyl estradiol / norethindrone,Birth Control,6,0,1,0
41568,Linezolid,Methicillin-Resistant Staphylococcus Aureus Infection,8,28,1,224
41570,Correctol,Constipation,10,13,1,130
41572,Lyrica,ibromyalgia,9,57,1,513
41573,Avelox,Sinusitis,9,25,1,225
41574,Ultram,Pain,1,23,0,0
41575,Plan B One-Step,Emergency Contraception,10,22,1,220
41576,Pioglitazone,"Diabetes, Type 2",8,33,1,264
41577,Naltrexone,Alcohol Dependence,10,154,1,1540
41578,Effexor,Major Depressive Disorde,1,7,0,0
41579,Citalopram,Generalized Anxiety Disorde,10,54,1,540
41580,Ziprasidone,Bipolar Disorde,8,35,1,280
41581,Buprenorphine,Chronic Pain,9,51,1,459
41582,Sildenafil,Erectile Dysfunction,8,24,1,192
41583,Magnesium hydroxide,Constipation,4,15,0,0
41584,Vortioxetine,Major Depressive Disorde,6,17,1,102
41585,Entresto,Heart Failure,6,68,1,408
41588,Reglan,Migraine,1,1,0,0
41589,Vortioxetine,Depression,8,42,1,336
41590,Tamiflu,Influenza,9,14,1,126
41591,Zolpidem,Insomnia,8,3,1,24
41592,Bisacodyl,Constipation,8,12,1,96
41593,Bupropion / naltrexone,Obesity,4,4,0,0
41594,Varenicline,Smoking Cessation,10,37,1,370
41595,Levonorgestrel,Abnormal Uterine Bleeding,10,79,1,790
41596,Desogestrel / ethinyl estradiol,Birth Control,10,12,1,120
41597,Linaclotide,Irritable Bowel Syndrome,10,88,1,880
41599,Desvenlafaxine,Post Traumatic Stress Disorde,10,18,1,180
41600,Tylenol with Codeine #3,Pain,1,3,0,0
41602,Junel Fe 1.5 / 30,Birth Control,1,2,0,0
41603,Amoxicillin / clavulanate,Sinusitis,3,26,0,0
41604,Latuda,Bipolar Disorde,1,35,0,0
41607,Loestrin 24 Fe,Birth Control,9,3,1,27
41608,Ketoconazole,Not Listed / Othe,10,8,1,80
41609,Prevacid,GERD,10,17,1,170
41610,Ranolazine,Angina,8,77,1,616
41611,Tylenol with Codeine #3,Pain,7,6,1,42
41612,Fluoxetine,Depression,7,58,1,406
41614,Chantix,Smoking Cessation,9,68,1,612
41617,Mucinex D,Cough and Nasal Congestion,8,27,1,216
41618,Lithium,Bipolar Disorde,9,50,1,450
41619,Atripla,HIV Infection,9,12,1,108
41621,Saphris,Bipolar Disorde,10,139,1,1390
41623,Levofloxacin,Sinusitis,10,0,1,0
41624,Sertraline,Anxiety and Stress,10,23,1,230
41626,Escitalopram,Anxiety,10,56,1,560
41627,Welchol,High Cholesterol,7,42,1,294
41628,Gabapentin,ibromyalgia,9,60,1,540
41629,Fentanyl Transdermal System,Chronic Pain,4,18,0,0
41630,Metronidazole,Bacterial Infection,7,2,1,14
41631,Dilaudid-HP,Pain,10,18,1,180
41632,Colchicine,"Gout, Acute",10,15,1,150
41634,Estratest H.S.,Hot Flashes,9,61,1,549
41635,Ortho-Novum 1 / 35,Birth Control,7,2,1,14
41636,Pioglitazone,"Diabetes, Type 2",7,22,1,154
41638,Qsymia,Obesity,9,56,1,504
41639,Levothyroxine,"Hypothyroidism, After Thyroid Removal",9,35,1,315
41640,Propranolol,Migraine Prevention,3,23,0,0
41641,Soolantra,Rosacea,9,5,1,45
41644,Zubsolv,Opiate Dependence,10,10,1,100
41645,Topamax,Migraine Prevention,10,21,1,210
41646,Gabapentin,ibromyalgia,8,34,1,272
41647,Duloxetine,Depression,9,43,1,387
41648,Duloxetine,Anxiety,9,49,1,441
41649,Triazolam,Insomnia,10,13,1,130
41650,Levofloxacin,Pneumonia,1,12,0,0
41651,Mirena,Birth Control,5,19,0,0
41652,Abilify,Depression,10,81,1,810
41653,Dupilumab,Eczema,7,13,1,91
41654,Ciprofloxacin,Urinary Tract Infection,4,10,0,0
41655,Bupropion,Bipolar Disorde,9,6,1,54
41656,Oxcarbazepine,Borderline Personality Disorde,8,7,1,56
41657,Citalopram,Depression,10,142,1,1420
41658,Depo-Provera,Birth Control,6,12,1,72
41659,Adderall,ADHD,9,6,1,54
41660,Lexapro,Generalized Anxiety Disorde,8,56,1,448
41661,Lisdexamfetamine,ADHD,6,13,1,78
41663,Oxcarbazepine,Trigeminal Neuralgia,10,11,1,110
